id	method	nsnp	b	se	CIlower	CIupper	pval	intercept	intercept_se	inter_CIlower	inter_CIupper	intercept_pval	hetero_Q	hetero_pvale	heterogenity	pleiotropy	fdr
SeqId_10037_98	IVW	4	-0.00150164259893267	0.00718929620259084	-0.0155924042302013	0.0125891190323359	0.834548171220276	NA	NA	NA	NA	NA	1.77867615516892	0.619586200637185	FALSE	FALSE	0.971137889891221
SeqId_8464_31	IVW	5	0.0345402355396416	0.0299093417451005	-0.0240809970820558	0.0931614681613391	0.248159632840933	NA	NA	NA	NA	NA	8.98890257223908	0.0613774631925602	FALSE	FALSE	0.698661880974308
SeqId_12396_19	IVW	5	-2.20148862851078e-05	0.0101074126815435	-0.0198321797189937	0.0197881499464235	0.998262134480943	NA	NA	NA	NA	NA	8.7600504800901	0.0673850446989677	FALSE	FALSE	0.999034185629034
SeqId_5202_4	IVW	5	-0.00700114405002023	0.00548230256851412	-0.0177462596366593	0.00374397153661887	0.201586555975083	NA	NA	NA	NA	NA	0.380743595360443	0.984022905425815	FALSE	FALSE	0.636463649714602
SeqId_2580_83	IVW	7	-0.0336636066303007	0.0131403131365633	-0.0594181471235434	-0.0079090661370581	0.0104114098347362	NA	NA	NA	NA	NA	2.95011872643112	0.815080934668693	FALSE	FALSE	0.15669795685229
SeqId_9796_4	IVW	4	0.030842666340239	0.0241561939030973	-0.0165026037133977	0.0781879363938757	0.20167231055188	NA	NA	NA	NA	NA	3.30262337928549	0.347277686049772	FALSE	FALSE	0.636463649714602
SeqId_18295_102	IVW	3	0.00192393503387829	0.0137977796847296	-0.0251192162148101	0.0289670862825667	0.88910403280749	NA	NA	NA	NA	NA	4.78417587938092	0.0914385662142215	FALSE	FALSE	0.989432418349859
SeqId_14101_2	IVW	4	0.0309060182336186	0.0165114087001758	-0.00145574815274728	0.0632677846199846	0.0612345848273216	NA	NA	NA	NA	NA	5.09689890698414	0.164837692005931	FALSE	FALSE	0.400158670209468
SeqId_5722_78	IVW	3	0.00117404655467151	0.0185270722951189	-0.0351383478827313	0.0374864409920744	0.949472478182907	NA	NA	NA	NA	NA	2.03273485028105	0.361907210303933	FALSE	FALSE	0.994214503190038
SeqId_17739_1	IVW	3	-0.0343151974863811	0.028511378531869	-0.0901964725584328	0.0215660775856706	0.228759107974639	NA	NA	NA	NA	NA	0.92017189817153	0.631229389586393	FALSE	FALSE	0.675602178572548
SeqId_2925_9	IVW	3	-0.0266815544520128	0.0240348320156955	-0.0737889595772461	0.0204258506732205	0.266947199240484	NA	NA	NA	NA	NA	0.445508834679313	0.8003113677576	FALSE	FALSE	0.719186296018941
SeqId_15602_43	IVW	4	0.0226459314030295	0.00528455193427527	0.0122883999374185	0.0330034628686405	1.82486389894867e-05	NA	NA	NA	NA	NA	3.00734635033407	0.390493899809541	FALSE	FALSE	0.00157424925682639
SeqId_17782_23	IVW	3	-0.0160396665092708	0.0164026827994675	-0.0481883340460618	0.0161090010275202	0.328139375906451	NA	NA	NA	NA	NA	3.37659043129732	0.184834358276038	FALSE	FALSE	0.770406794225736
